0,3465,3,1607123593
0,2145,4,1607123593
0,2418,1,1607123593
0,3236,2,1607123593
0,131,4,1607123593
0,2930,4,1607123593
0,3720,4,1607123593
0,1729,4,1607123593
0,1858,1,1607123593
0,1666,1,1607123593
0,1644,2,1607123593
0,3489,4,1607123593
0,3421,3,1607123593
0,2022,4,1607123593
0,981,1,1607123593
0,3008,4,1607123593
0,1835,4,1607123593
0,2605,1,1607123593
0,483,2,1607123593
0,1,1,1607123593
0,3209,5,1607123593
0,3728,3,1607123593
0,2327,4,1607123593
0,3317,1,1607123593
0,3678,1,1607123593
0,3714,2,1607123593
0,2077,1,1607123593
0,3636,1,1607123593
0,345,2,1607123593
0,82,2,1607123593
0,2144,1,1607123593
0,2905,1,1607123593
